ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,Unnamed: 25,file_loc,ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22
23.0,0.0,3.0,1:20.727,2.0,,20.395,2.0,30.403000000000002,2.0,29.929000000000002,2.0,114.2,5:13.042,10:05,0:20.395,0:30.403,0:29.929,,Nick HEIDFELD,,,1.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
25.0,0.0,1.0,21:44.875,0.0,,20:37.235,0.0,35.498000000000005,0.0,32.141999999999996,0.0,7.1,21:44.875,10:21,20:37.235,0:35.498,0:32.142,,Jean-Eric VERGNE,0:20:10.507,,3.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
25.0,0.0,2.0,1:29.996,0.0,,20.805,0.0,34.798,0.0,34.393,0.0,102.4,23:14.871,10:23,0:20.805,0:34.798,0:34.393,,Jean-Eric VERGNE,,,3.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
25.0,0.0,3.0,1:20.820,2.0,,20.262,2.0,30.471999999999998,2.0,30.086,2.0,114.0,24:35.691,10:24,0:20.262,0:30.472,0:30.086,,Jean-Eric VERGNE,,,3.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
27.0,0.0,1.0,12:19.277,0.0,,11:06.319,0.0,38.046,0.0,34.912,0.0,12.5,12:19.277,10:12,11:06.319,0:38.046,0:34.912,,Robin FRIJNS,0:10:38.883,,2.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
27.0,0.0,2.0,1:32.424,0.0,,25.237,0.0,34.672,0.0,32.515,0.0,99.7,13:51.701,10:13,0:25.237,0:34.672,0:32.515,,Robin FRIJNS,,,2.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
27.0,0.0,3.0,1:20.546,2.0,,20.598,2.0,30.333000000000002,2.0,29.615,2.0,114.4,15:12.247,10:15,0:20.598,0:30.333,0:29.615,,Robin FRIJNS,,,2.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
28.0,0.0,1.0,30:22.097,0.0,B,,0.0,,0.0,,0.0,5.1,30:22.097,10:30,,,,,Simona DE SILVESTRO,,,4.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
28.0,0.0,2.0,1:42.250,0.0,,31.774,0.0,36.525999999999996,0.0,33.95,0.0,90.1,32:04.347,10:32,0:31.774,0:36.526,0:33.950,,Simona DE SILVESTRO,,,4.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
28.0,0.0,3.0,1:24.801,0.0,,21.941,0.0,31.655,0.0,31.205,0.0,108.7,33:29.148,10:33,0:21.941,0:31.655,0:31.205,,Simona DE SILVESTRO,,,4.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
28.0,0.0,4.0,1:21.958,2.0,,20.990,2.0,30.558000000000003,2.0,30.41,2.0,112.4,34:51.106,10:34,0:20.990,0:30.558,0:30.410,,Simona DE SILVESTRO,,,4.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
4.0,0.0,1.0,22:10.108,0.0,,21:01.866,0.0,32.68,0.0,35.562,0.0,6.9,22:10.108,10:22,21:01.866,0:32.680,0:35.562,,StÃ©phane SARRAZIN,0:20:30.895,,3.0,Venturi Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
4.0,0.0,2.0,1:24.150,0.0,,21.246,0.0,32.679,0.0,30.225,0.0,109.5,23:34.258,10:23,0:21.246,0:32.679,0:30.225,,StÃ©phane SARRAZIN,,,3.0,Venturi Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
4.0,0.0,3.0,1:20.213,2.0,,20.416,2.0,30.226999999999997,2.0,29.57,2.0,114.9,24:54.471,10:24,0:20.416,0:30.227,0:29.570,,StÃ©phane SARRAZIN,,,3.0,Venturi Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
55.0,0.0,1.0,12:05.527,0.0,,10:55.391,0.0,36.044000000000004,0.0,34.092,0.0,12.7,12:05.527,10:12,10:55.391,0:36.044,0:34.092,,Antonio Felix DA COSTA,0:10:25.901,,2.0,Team Aguri,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
55.0,0.0,2.0,1:24.802,0.0,,21.628,0.0,32.361999999999995,0.0,30.811999999999998,0.0,108.7,13:30.329,10:13,0:21.628,0:32.362,0:30.812,,Antonio Felix DA COSTA,,,2.0,Team Aguri,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
55.0,0.0,3.0,1:20.414,2.0,,20.344,2.0,30.473000000000003,2.0,29.596999999999998,2.0,114.6,14:50.743,10:14,0:20.344,0:30.473,0:29.597,,Antonio Felix DA COSTA,,,2.0,Team Aguri,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
6.0,0.0,1.0,1:52.196,0.0,,42.248,0.0,37.051,0.0,32.897,0.0,82.1,1:52.196,10:01,0:42.248,0:37.051,0:32.897,,LoÃ¯c DUVAL,0:00:08.208,,1.0,Dragon Racing,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
6.0,0.0,2.0,1:24.591,0.0,,21.084,0.0,31.98,0.0,31.526999999999997,0.0,108.9,3:16.787,10:03,0:21.084,0:31.980,0:31.527,,LoÃ¯c DUVAL,,,1.0,Dragon Racing,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
6.0,0.0,3.0,1:20.251,2.0,,20.464,2.0,30.302,2.0,29.485,2.0,114.8,4:37.038,10:04,0:20.464,0:30.302,0:29.485,,LoÃ¯c DUVAL,,,1.0,Dragon Racing,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
66.0,0.0,1.0,30:07.351,0.0,B,,0.0,,0.0,,0.0,5.1,30:07.351,10:30,,,,,Daniel ABT,,,4.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
66.0,0.0,2.0,1:33.407,0.0,,28.007,0.0,33.078,0.0,32.321999999999996,0.0,98.7,31:40.758,10:31,0:28.007,0:33.078,0:32.322,,Daniel ABT,,,4.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
66.0,0.0,3.0,1:27.379,0.0,,21.710,0.0,34.505,0.0,31.164,0.0,105.5,33:08.137,10:33,0:21.710,0:34.505,0:31.164,,Daniel ABT,,,4.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
66.0,0.0,4.0,1:20.679,2.0,,20.560,2.0,30.448,2.0,29.671,2.0,114.2,34:28.816,10:34,0:20.560,0:30.448,0:29.671,,Daniel ABT,,,4.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,1.0,30:06.281,0.0,B,,0.0,,0.0,,0.0,5.1,30:06.281,10:30,,,,,JÃ©rÃ´me D'AMBROSIO,,,4.0,Dragon Racing,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,2.0,1:31.459,0.0,,27.469,0.0,32.646,0.0,31.344,0.0,100.8,31:37.740,10:31,0:27.469,0:32.646,0:31.344,,JÃ©rÃ´me D'AMBROSIO,,,4.0,Dragon Racing,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,3.0,1:23.811,0.0,,21.577,0.0,31.723000000000003,0.0,30.511,0.0,110.0,33:01.551,10:33,0:21.577,0:31.723,0:30.511,,JÃ©rÃ´me D'AMBROSIO,,,4.0,Dragon Racing,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,4.0,1:20.496,2.0,,20.275,2.0,30.361,2.0,29.86,2.0,114.5,34:22.047,10:34,0:20.275,0:30.361,0:29.860,,JÃ©rÃ´me D'AMBROSIO,,,4.0,Dragon Racing,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,1.0,22:00.615,0.0,,20:52.520,0.0,35.668,0.0,32.427,0.0,7.0,22:00.615,10:22,20:52.520,0:35.668,0:32.427,,NathanaÃ«l BERTHON,0:20:24.326,,3.0,Team Aguri,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,2.0,1:29.740,0.0,,21.742,0.0,35.476,0.0,32.522,0.0,102.7,23:30.355,10:23,0:21.742,0:35.476,0:32.522,,NathanaÃ«l BERTHON,,,3.0,Team Aguri,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,3.0,1:21.270,2.0,,20.684,2.0,30.552,2.0,30.034000000000002,2.0,113.4,24:51.625,10:24,0:20.684,0:30.552,0:30.034,,NathanaÃ«l BERTHON,,,3.0,Team Aguri,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,1.0,1:45.190,0.0,,36.577,0.0,37.171,0.0,31.441999999999997,0.0,87.6,1:45.190,10:01,0:36.577,0:37.171,0:31.442,,Nicolas PROST,0:00:05.685,,1.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,2.0,1:23.888,0.0,,21.082,0.0,31.968000000000004,0.0,30.838,0.0,109.9,3:09.078,10:03,0:21.082,0:31.968,0:30.838,,Nicolas PROST,,,1.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,3.0,1:20.401,2.0,,20.308,2.0,30.379,2.0,29.714000000000002,2.0,114.6,4:29.479,10:04,0:20.308,0:30.379,0:29.714,,Nicolas PROST,,,1.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,1.0,30:09.496,0.0,B,,0.0,,0.0,,0.0,5.1,30:09.496,10:30,,,,,Oliver TURVEY,,,4.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,2.0,1:39.246,0.0,,31.340,0.0,34.845,0.0,33.061,0.0,92.9,31:48.742,10:31,0:31.340,0:34.845,0:33.061,,Oliver TURVEY,,,4.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,3.0,1:28.373,0.0,,22.160,0.0,34.295,0.0,31.918000000000003,0.0,104.3,33:17.115,10:33,0:22.160,0:34.295,0:31.918,,Oliver TURVEY,,,4.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,4.0,1:21.611,2.0,,20.582,2.0,30.869,2.0,30.16,2.0,112.9,34:38.726,10:34,0:20.582,0:30.869,0:30.160,,Oliver TURVEY,,,4.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,1.0,11:40.583,0.0,,10:33.297,0.0,34.150999999999996,0.0,33.135,0.0,13.2,11:40.583,10:11,10:33.297,0:34.151,0:33.135,,SÃ©bastien BUEMI,0:10:06.326,,2.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,2.0,1:26.197,0.0,,22.549,0.0,32.92,0.0,30.728,0.0,106.9,13:06.780,10:13,0:22.549,0:32.920,0:30.728,,SÃ©bastien BUEMI,,,2.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,3.0,1:19.821,3.0,,20.231,2.0,30.232,2.0,29.358,3.0,115.5,14:26.601,10:14,0:20.231,0:30.232,0:29.358,,SÃ©bastien BUEMI,,,2.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
4.0,0.0,1.0,7:36.019,0.0,B,,0.0,,0.0,,0.0,20.2,7:36.019,10:52,,,,,StÃ©phane SARRAZIN,,,3.0,Venturi Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
4.0,0.0,2.0,3:03.043,0.0,,2:00.254,0.0,32.389,0.0,30.4,0.0,50.3,10:39.062,10:55,2:00.254,0:32.389,0:30.400,,StÃ©phane SARRAZIN,,,3.0,Venturi Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
4.0,0.0,3.0,1:20.639,2.0,,20.681,2.0,30.27,3.0,29.688000000000002,2.0,114.3,11:59.701,10:56,0:20.681,0:30.270,0:29.688,,StÃ©phane SARRAZIN,,,3.0,Venturi Formula E Team,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
55.0,0.0,1.0,1:36.508,0.0,,31.494,0.0,33.549,0.0,31.465,0.0,95.5,1:36.508,10:46,0:31.494,0:33.549,0:31.465,,Antonio Felix DA COSTA,0:00:02.748,,2.0,Team Aguri,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
55.0,0.0,2.0,1:20.975,2.0,,20.511,2.0,30.558000000000003,2.0,29.906,2.0,113.8,2:57.483,10:47,0:20.511,0:30.558,0:29.906,,Antonio Felix DA COSTA,,,2.0,Team Aguri,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
6.0,0.0,1.0,5:14.627,0.0,B,,0.0,,0.0,,0.0,29.3,5:14.627,10:50,,,,,LoÃ¯c DUVAL,,,1.0,Dragon Racing,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
6.0,0.0,2.0,2:23.240,0.0,,1:20.729,0.0,31.773000000000003,0.0,30.738000000000003,0.0,64.3,7:37.867,10:52,1:20.729,0:31.773,0:30.738,,LoÃ¯c DUVAL,,,1.0,Dragon Racing,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
6.0,0.0,3.0,1:20.886,2.0,,20.541,2.0,30.41,2.0,29.935,2.0,113.9,8:58.753,10:53,0:20.541,0:30.410,0:29.935,,LoÃ¯c DUVAL,,,1.0,Dragon Racing,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,1.0,4:36.980,0.0,,3:29.036,0.0,36.271,0.0,31.673000000000002,0.0,33.3,4:36.980,10:49,3:29.036,0:36.271,0:31.673,,Nicolas PROST,0:00:49.503,,1.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,2.0,1:21.786,2.0,,20.271,3.0,30.918000000000003,2.0,30.596999999999998,2.0,112.7,5:58.766,10:50,0:20.271,0:30.918,0:30.597,,Nicolas PROST,,,1.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,1.0,10:23.582,0.0,B,,0.0,,0.0,,0.0,14.8,10:23.582,10:55,,,,,SÃ©bastien BUEMI,,,2.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,2.0,3:17.698,0.0,,2:06.289,0.0,37.878,0.0,33.531,0.0,46.6,13:41.280,10:58,2:06.289,0:37.878,0:33.531,,SÃ©bastien BUEMI,,,2.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,3.0,1:20.196,3.0,,20.427,2.0,30.355,2.0,29.414,3.0,114.9,15:01.476,11:00,0:20.427,0:30.355,0:29.414,,SÃ©bastien BUEMI,,,2.0,Renault e.Dams,,,./sampledata/2015-2016\Putrajaya\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,1.0,1:41.642,0.0,,35.574,0.0,33.790,0.0,32.278,0.0,90.7,1:41.642,14:07,0:35.574,0:33.790,0:32.278,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,2.0,1:25.806,0.0,,22.034,0.0,32.249,0.0,31.523,0.0,107.4,3:07.448,14:08,0:22.034,0:32.249,0:31.523,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,3.0,1:25.734,0.0,,21.818,0.0,32.258,0.0,31.658,0.0,107.5,4:33.182,14:10,0:21.818,0:32.258,0:31.658,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,4.0,1:25.553,0.0,,21.659,0.0,32.401,0.0,31.493,0.0,107.7,5:58.735,14:11,0:21.659,0:32.401,0:31.493,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,5.0,1:31.360,0.0,,21.807,0.0,32.563,0.0,36.990,0.0,100.9,7:30.095,14:13,0:21.807,0:32.563,0:36.990,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,6.0,2:45.952,0.0,,35.301,0.0,1:12.404,0.0,58.247,0.0,55.5,10:16.047,14:15,0:35.301,1:12.404,0:58.247,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,7.0,2:17.200,0.0,,48.652,0.0,51.904,0.0,36.644,0.0,67.2,12:33.247,14:18,0:48.652,0:51.904,0:36.644,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,8.0,1:26.250,0.0,,22.049,0.0,32.709,0.0,31.492,0.0,106.9,13:59.497,14:19,0:22.049,0:32.709,0:31.492,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,9.0,1:28.550,0.0,,22.799,0.0,33.676,0.0,32.075,0.0,104.1,15:28.047,14:21,0:22.799,0:33.676,0:32.075,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,10.0,1:28.392,0.0,,21.970,0.0,32.462,0.0,33.960,0.0,104.3,16:56.439,14:22,0:21.970,0:32.462,0:33.960,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,11.0,1:27.699,0.0,,23.208,0.0,32.707,0.0,31.784,0.0,105.1,18:24.138,14:23,0:23.208,0:32.707,0:31.784,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,12.0,1:26.883,0.0,,22.083,0.0,32.863,0.0,31.937,0.0,106.1,19:51.021,14:25,0:22.083,0:32.863,0:31.937,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,13.0,1:26.987,0.0,,21.935,0.0,32.727,0.0,32.325,0.0,105.9,21:18.008,14:26,0:21.935,0:32.727,0:32.325,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,14.0,1:27.852,0.0,,22.725,0.0,32.914,0.0,32.213,0.0,104.9,22:45.860,14:28,0:22.725,0:32.914,0:32.213,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,15.0,1:26.755,0.0,,21.857,0.0,32.958,0.0,31.940,0.0,106.2,24:12.615,14:29,0:21.857,0:32.958,0:31.940,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,16.0,1:26.700,0.0,,21.757,0.0,32.576,0.0,32.367,0.0,106.3,25:39.315,14:31,0:21.757,0:32.576,0:32.367,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,17.0,1:27.514,0.0,,22.017,0.0,33.442,0.0,32.055,0.0,105.3,27:06.829,14:32,0:22.017,0:33.442,0:32.055,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,18.0,1:27.288,0.0,,22.019,0.0,33.259,0.0,32.010,0.0,105.6,28:34.117,14:34,0:22.019,0:33.259,0:32.010,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,19.0,1:27.607,0.0,,22.240,0.0,33.299,0.0,32.068,0.0,105.2,30:01.724,14:35,0:22.240,0:33.299,0:32.068,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,20.0,2:20.445,0.0,B,22.549,0.0,34.108,0.0,1:23.788,0.0,65.6,32:22.169,14:37,0:22.549,0:34.108,1:23.788,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,21.0,1:29.915,0.0,,26.006,0.0,32.393,0.0,31.516,0.0,102.5,33:52.084,14:39,0:26.006,0:32.393,0:31.516,,Nelson PIQUET JR,0:01:00.441,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,22.0,1:25.795,0.0,,22.308,0.0,32.436,0.0,31.051,0.0,107.4,35:17.879,14:40,0:22.308,0:32.436,0:31.051,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,23.0,1:25.290,0.0,,21.580,0.0,32.189,0.0,31.521,0.0,108.1,36:43.169,14:42,0:21.580,0:32.189,0:31.521,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Putrajaya\Race\23_Analysis_Race (13).CSV,,,,,,,,,,,,,,,,,,,,
