ï»¿POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH,LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,ECM ForixTeamId,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_ECM ForixDriverId,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 35,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25,ï»¿TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,Unnamed: 8,ï»¿POSITION,STATUS,LAPS,TOTAL_TIME,FL_LAPNUM,FL_TIME,FL_KPH,Unnamed: 37,POWER,Unnamed: 26
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,11.0,1.0,2.0,1:08.842,2.0,,23.130,2.0,16.753,2.0,28.959,4.0,122.8,5:57.123,12:15:57.123,0:23.130,0:16.753,0:28.959,,Lucas DI GRASSI,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Envision Virgin Racing,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,2.0,1.0,1.0,4:18.065,0.0,,3:21.977,0.0,21.37,0.0,34.718,0.0,32.8,4:18.065,12:14:18.065,3:21.977,0:21.370,0:34.718,,Sam BIRD,0:02:51.431,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Envision Virgin Racing,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,2.0,1.0,2.0,1:23.800,0.0,,29.351,0.0,21.451,0.0,32.998000000000005,0.0,100.9,5:41.865,12:15:41.865,0:29.351,0:21.451,0:32.998,,Sam BIRD,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Envision Virgin Racing,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,2.0,1.0,3.0,1:08.868,2.0,,22.865,4.0,16.63,2.0,29.373,2.0,122.7,6:50.733,12:16:50.733,0:22.865,0:16.630,0:29.373,,Sam BIRD,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Panasonic Jaguar Racing,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,20.0,1.0,1.0,5:09.813,0.0,,4:10.230,0.0,26.724,0.0,32.859,0.0,27.3,5:09.813,12:15:09.813,4:10.230,0:26.724,0:32.859,,Mitch EVANS,0:03:35.366,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Panasonic Jaguar Racing,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,20.0,1.0,2.0,1:09.235,2.0,,23.155,2.0,16.877,2.0,29.203000000000003,2.0,122.1,6:19.048,12:16:19.048,0:23.155,0:16.877,0:29.203,,Mitch EVANS,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Nissan e.dams,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,23.0,1.0,1.0,4:23.142,0.0,,3:28.229,0.0,19.562,0.0,35.351,0.0,32.1,4:23.142,12:14:23.142,3:28.229,0:19.562,0:35.351,,SÃ©bastien BUEMI,0:02:55.907,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nissan e.dams,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,23.0,1.0,2.0,1:23.605,0.0,,28.606,0.0,20.070999999999998,0.0,34.928000000000004,0.0,101.1,5:46.747,12:15:46.747,0:28.606,0:20.071,0:34.928,,SÃ©bastien BUEMI,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Nissan e.dams,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,23.0,1.0,3.0,1:08.664,4.0,,23.037,2.0,16.627,4.0,29.0,2.0,123.1,6:55.411,12:16:55.411,0:23.037,0:16.627,0:29.000,,SÃ©bastien BUEMI,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,27.0,1.0,1.0,3:58.416,0.0,,3:00.838,0.0,23.123,0.0,34.455,0.0,35.5,3:58.416,12:13:58.416,3:00.838,0:23.123,0:34.455,,Alexander SIMS,0:02:28.386,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,27.0,1.0,2.0,1:21.108,0.0,,27.987,0.0,20.616,0.0,32.505,0.0,104.2,5:19.524,12:15:19.524,0:27.987,0:20.616,0:32.505,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 2.CSV,27.0,1.0,3.0,1:09.147,2.0,,23.051,2.0,16.680999999999997,2.0,29.415,2.0,122.2,6:28.671,12:16:28.671,0:23.051,0:16.681,0:29.415,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,NIO Formula E Team,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,16.0,1.0,1.0,2:30.905,0.0,,1:32.245,0.0,23.072,0.0,35.588,0.0,56.0,2:30.905,12:22:30.905,1:32.245,0:23.072,0:35.588,,Oliver TURVEY,0:01:01.299,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NIO Formula E Team,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,16.0,1.0,2.0,1:23.812,0.0,,29.031,0.0,21.259,0.0,33.522,0.0,100.9,3:54.717,12:23:54.717,0:29.031,0:21.259,0:33.522,,Oliver TURVEY,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,NIO Formula E Team,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,16.0,1.0,3.0,1:09.645,2.0,,23.176,2.0,17.018,2.0,29.451,2.0,121.4,5:04.362,12:25:04.362,0:23.176,0:17.018,0:29.451,,Oliver TURVEY,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Nissan e.dams,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,22.0,1.0,1.0,1:55.393,0.0,,53.345,0.0,25.581999999999997,0.0,36.466,0.0,73.3,1:55.393,12:21:55.393,0:53.345,0:25.582,0:36.466,,Oliver ROWLAND,0:00:19.925,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Nissan e.dams,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,22.0,1.0,2.0,1:09.365,2.0,,23.516,2.0,16.743,3.0,29.105999999999998,2.0,121.9,3:04.758,12:23:04.758,0:23.516,0:16.743,0:29.106,,Oliver ROWLAND,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Panasonic Jaguar Racing,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,3.0,1.0,1.0,1:37.157,0.0,,41.676,0.0,22.893,0.0,32.588,0.0,87.0,1:37.157,12:21:37.157,0:41.676,0:22.893,0:32.588,,Nelson PIQUET,0:00:12.309,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Panasonic Jaguar Racing,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,3.0,1.0,2.0,1:09.705,2.0,,23.348,2.0,16.88,2.0,29.476999999999997,2.0,121.3,2:46.862,12:22:46.862,0:23.348,0:16.880,0:29.477,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,GEOX DRAGON,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,6.0,1.0,1.0,2:35.919,0.0,,1:41.355,0.0,20.55,0.0,34.014,0.0,54.2,2:35.919,12:22:35.919,1:41.355,0:20.550,0:34.014,,Maximilian GÃNTHER,0:01:11.959,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GEOX DRAGON,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,6.0,1.0,2.0,1:23.899,0.0,,26.795,0.0,19.055999999999997,0.0,38.048,0.0,100.7,3:59.818,12:23:59.818,0:26.795,0:19.056,0:38.048,,Maximilian GÃNTHER,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,GEOX DRAGON,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,6.0,1.0,3.0,1:09.143,2.0,,22.960,3.0,16.845,2.0,29.338,2.0,122.3,5:08.961,12:25:08.961,0:22.960,0:16.845,0:29.338,,Maximilian GÃNTHER,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,66.0,1.0,1.0,2:51.085,0.0,,1:54.670,0.0,20.258,0.0,36.157,0.0,49.4,2:51.085,12:22:51.085,1:54.670,0:20.258,0:36.157,,Daniel ABT,0:01:24.522,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,66.0,1.0,2.0,1:20.437,0.0,,26.825,0.0,19.871,0.0,33.741,0.0,105.1,4:11.522,12:24:11.522,0:26.825,0:19.871,0:33.741,,Daniel ABT,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,66.0,1.0,3.0,1:09.030,3.0,,23.169,2.0,16.815,2.0,29.046,3.0,122.5,5:20.552,12:25:20.552,0:23.169,0:16.815,0:29.046,,Daniel ABT,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,GEOX DRAGON,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,7.0,1.0,1.0,2:20.007,0.0,,1:22.191,0.0,21.272,0.0,36.544000000000004,0.0,60.4,2:20.007,12:22:20.007,1:22.191,0:21.272,0:36.544,,JosÃ© Maria LOPEZ,0:00:51.244,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GEOX DRAGON,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,7.0,1.0,2.0,1:21.338,0.0,,28.940,0.0,20.073,0.0,32.325,0.0,103.9,3:41.345,12:23:41.345,0:28.940,0:20.073,0:32.325,,JosÃ© Maria LOPEZ,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,GEOX DRAGON,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 3.CSV,7.0,1.0,3.0,1:09.201,2.0,,23.041,2.0,16.831,2.0,29.329,2.0,122.1,4:50.546,12:24:50.546,0:23.041,0:16.831,0:29.329,,JosÃ© Maria LOPEZ,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,HWA RACELAB,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,17.0,1.0,1.0,4:07.456,0.0,,3:13.503,0.0,21.823,0.0,32.13,0.0,34.2,4:07.456,12:34:07.456,3:13.503,0:21.823,0:32.130,,Gary PAFFETT,0:02:44.645,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,HWA RACELAB,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,17.0,1.0,2.0,1:09.505,2.0,,23.041,2.0,16.972,2.0,29.491999999999997,2.0,121.6,5:16.961,12:35:16.961,0:23.041,0:16.972,0:29.492,,Gary PAFFETT,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,HWA RACELAB,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,17.0,1.0,3.0,1:16.038,0.0,,24.738,0.0,18.439,0.0,32.861,0.0,111.2,6:32.999,12:36:32.999,0:24.738,0:18.439,0:32.861,,Gary PAFFETT,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Venturi Formula E Team,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,19.0,1.0,1.0,1:43.051,0.0,,45.222,0.0,21.521,0.0,36.308,0.0,82.0,1:43.051,12:31:43.051,0:45.222,0:21.521,0:36.308,,Felipe MASSA,0:00:13.504,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Venturi Formula E Team,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,19.0,1.0,2.0,1:09.168,2.0,,23.011,2.0,17.084,2.0,29.073,2.0,122.2,2:52.219,12:32:52.219,0:23.011,0:17.084,0:29.073,,Felipe MASSA,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Venturi Formula E Team,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,19.0,1.0,3.0,1:16.684,0.0,,24.657,0.0,19.003,0.0,33.024,0.0,110.2,4:08.903,12:34:08.903,0:24.657,0:19.003,0:33.024,,Felipe MASSA,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Venturi Formula E Team,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,48.0,1.0,1.0,1:56.929,0.0,,57.342,0.0,23.24,0.0,36.347,0.0,72.3,1:56.929,12:31:56.929,0:57.342,0:23.240,0:36.347,,Edoardo MORTARA,0:00:26.112,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Venturi Formula E Team,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,48.0,1.0,2.0,1:09.042,2.0,,22.805,2.0,16.843,2.0,29.394000000000002,2.0,122.4,3:05.971,12:33:05.971,0:22.805,0:16.843,0:29.394,,Edoardo MORTARA,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Venturi Formula E Team,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,48.0,1.0,3.0,1:22.809,0.0,,27.840,0.0,22.206,0.0,32.763000000000005,0.0,102.1,4:28.780,12:34:28.780,0:27.840,0:22.206,0:32.763,,Edoardo MORTARA,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,HWA RACELAB,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,5.0,1.0,1.0,2:28.237,0.0,,1:31.192,0.0,22.33,0.0,34.715,0.0,57.0,2:28.237,12:32:28.237,1:31.192,0:22.330,0:34.715,,Stoffel VANDOORNE,0:01:00.483,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,HWA RACELAB,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,5.0,1.0,2.0,1:08.962,2.0,,22.924,2.0,16.822,2.0,29.215999999999998,2.0,122.6,3:37.199,12:33:37.199,0:22.924,0:16.822,0:29.216,,Stoffel VANDOORNE,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,HWA RACELAB,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,5.0,1.0,3.0,1:13.217,0.0,,23.967,0.0,18.243,0.0,31.006999999999998,0.0,115.4,4:50.416,12:34:50.416,0:23.967,0:18.243,0:31.007,,Stoffel VANDOORNE,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,NIO Formula E Team,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,8.0,1.0,1.0,2:05.824,0.0,,1:12.590,0.0,19.882,0.0,33.352,0.0,67.2,2:05.824,12:32:05.824,1:12.590,0:19.882,0:33.352,,Tom DILLMANN,0:00:42.070,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NIO Formula E Team,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,8.0,1.0,2.0,1:23.573,0.0,,26.296,0.0,23.302,0.0,33.975,0.0,101.1,3:29.397,12:33:29.397,0:26.296,0:23.302,0:33.975,,Tom DILLMANN,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,NIO Formula E Team,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,8.0,1.0,3.0,1:10.258,2.0,,23.546,2.0,17.165,2.0,29.546999999999997,2.0,120.3,4:39.655,12:34:39.655,0:23.546,0:17.165,0:29.547,,Tom DILLMANN,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,MAHINDRA RACING,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,94.0,1.0,1.0,1:34.709,0.0,,43.096,0.0,19.262999999999998,0.0,32.35,0.0,89.3,1:34.709,12:31:34.709,0:43.096,0:19.263,0:32.350,,Pascal WEHRLEIN,0:00:12.207,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,MAHINDRA RACING,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,94.0,1.0,2.0,1:08.463,4.0,,22.658,4.0,16.750999999999998,3.0,29.054000000000002,3.0,123.5,2:43.172,12:32:43.172,0:22.658,0:16.751,0:29.054,,Pascal WEHRLEIN,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,MAHINDRA RACING,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Qualifying Group 4.CSV,94.0,1.0,3.0,1:13.830,0.0,,24.219,0.0,17.837,0.0,31.774,0.0,114.5,3:57.002,12:33:57.002,0:24.219,0:17.837,0:31.774,,Pascal WEHRLEIN,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,11.0,1.0,1.0,8:37.581,0.0,,7:46.253,0.0,19.077,0.0,32.251,0.0,16.3,8:37.581,12:53:37.581,7:46.253,0:19.077,0:32.251,,Lucas DI GRASSI,0:07:19.012,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,11.0,1.0,2.0,1:08.290,3.0,,22.716,3.0,16.625999999999998,3.0,28.948,3.0,123.8,9:45.871,12:54:45.871,0:22.716,0:16.626,0:28.948,,Lucas DI GRASSI,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Envision Virgin Racing,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,2.0,1.0,1.0,6:31.693,0.0,,5:38.356,0.0,21.287,0.0,32.050,0.0,21.6,6:31.693,12:51:31.693,5:38.356,0:21.287,0:32.050,,Sam BIRD,0:05:09.808,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Envision Virgin Racing,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,2.0,1.0,2.0,1:09.253,2.0,,22.912,2.0,16.675,2.0,29.666,2.0,122.1,7:40.946,12:52:40.946,0:22.912,0:16.675,0:29.666,,Sam BIRD,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Nissan e.dams,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,23.0,1.0,1.0,10:50.876,0.0,,9:57.736,0.0,20.974,0.0,32.166,0.0,13.0,10:50.876,12:55:50.876,9:57.736,0:20.974,0:32.166,,SÃ©bastien BUEMI,0:09:23.537,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Nissan e.dams,,2,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,23.0,1.0,2.0,1:08.816,2.0,,23.009,2.0,16.809,2.0,28.998,2.0,122.8,11:59.692,12:56:59.692,0:23.009,0:16.809,0:28.998,,SÃ©bastien BUEMI,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,HWA RACELAB,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,5.0,1.0,1.0,4:16.454,0.0,,3:19.038,0.0,21.97,0.0,35.446,0.0,33.0,4:16.454,12:49:16.454,3:19.038,0:21.970,0:35.446,,Stoffel VANDOORNE,0:02:45.063,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,HWA RACELAB,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,5.0,1.0,2.0,1:09.235,2.0,,22.911,2.0,16.858,2.0,29.466,2.0,122.1,5:25.689,12:50:25.689,0:22.911,0:16.858,0:29.466,,Stoffel VANDOORNE,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,66.0,1.0,1.0,1:33.014,0.0,,38.574,0.0,21.206999999999997,0.0,33.233,0.0,90.9,1:33.014,12:46:33.014,0:38.574,0:21.207,0:33.233,,Daniel ABT,0:00:05.869,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,66.0,1.0,2.0,1:08.958,2.0,,22.942,2.0,16.777,2.0,29.239,2.0,122.6,2:41.972,12:47:41.972,0:22.942,0:16.777,0:29.239,,Daniel ABT,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,3,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,66.0,1.0,3.0,6:34.968,0.0,B,25.281,0.0,18.582,0.0,5:51.105,0.0,21.4,9:16.940,12:54:16.940,0:25.281,0:18.582,5:51.105,,Daniel ABT,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,MAHINDRA RACING,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,94.0,1.0,1.0,13:07.253,0.0,,12:11.639,0.0,21.269000000000002,0.0,34.345,0.0,10.7,13:07.253,12:58:07.253,12:11.639,0:21.269,0:34.345,,Pascal WEHRLEIN,0:11:36.872,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,MAHINDRA RACING,,4,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Q\23_Analysis_Super Pole.CSV,94.0,1.0,2.0,1:08.925,2.0,,22.873,2.0,16.835,2.0,29.217,2.0,122.6,14:16.178,12:59:16.178,0:22.873,0:16.835,0:29.217,,Pascal WEHRLEIN,,,,,,,,,,,,,,,,,,,,,250.0,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,11.0,1.0,1.0,1:30.635,0.0,,36.662,0.0,22.624000000000002,0.0,31.349,0.0,93.3,1:30.635,16:05:33.052,0:36.662,0:22.624,0:31.349,,Lucas DI GRASSI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,11.0,1.0,2.0,1:15.158,0.0,,24.656999999999996,0.0,18.89,0.0,31.611,0.0,112.5,2:45.793,16:06:48.210,0:24.657,0:18.890,0:31.611,,Lucas DI GRASSI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,11.0,1.0,3.0,1:14.430,0.0,,24.48,0.0,18.444000000000003,0.0,31.506,0.0,113.6,4:00.223,16:08:02.640,0:24.480,0:18.444,0:31.506,,Lucas DI GRASSI,,,,,,,,,,,,,,,,,,,,,,
