ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,21.0,1:03.789,0.0,,18.970,0.0,24.783,0.0,20.035999999999998,0.0,108.4,22:54.986,16:27,0:18.970,0:24.783,0:20.036,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,22.0,1:05.753,0.0,,19.371,0.0,26.272,0.0,20.11,0.0,105.1,24:00.739,16:28,0:19.371,0:26.272,0:20.110,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,23.0,1:10.269,0.0,B,18.701,0.0,26.773000000000003,0.0,24.795,0.0,98.4,25:11.008,16:30,0:18.701,0:26.773,0:24.795,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,24.0,2:14.581,0.0,,1:28.328,0.0,25.865,0.0,20.387999999999998,0.0,51.4,27:25.589,16:32,1:28.328,0:25.865,0:20.388,,Jean-Eric VERGNE,0:01:08.250,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,25.0,1:03.366,0.0,,18.901,0.0,24.666,0.0,19.799,0.0,109.1,28:28.955,16:33,0:18.901,0:24.666,0:19.799,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,26.0,1:03.123,0.0,,18.626,0.0,24.459,0.0,20.038,0.0,109.5,29:32.078,16:34,0:18.626,0:24.459,0:20.038,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,27.0,1:03.187,0.0,,18.678,0.0,24.451999999999998,2.0,20.057000000000002,0.0,109.4,30:35.265,16:35,0:18.678,0:24.452,0:20.057,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,28.0,1:03.126,0.0,,18.507,2.0,24.658,0.0,19.961,0.0,109.5,31:38.391,16:36,0:18.507,0:24.658,0:19.961,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,29.0,1:02.959,0.0,,18.609,0.0,24.57,0.0,19.78,2.0,109.8,32:41.350,16:37,0:18.609,0:24.570,0:19.780,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,30.0,1:02.939,2.0,,18.538,0.0,24.523000000000003,0.0,19.878,0.0,109.8,33:44.289,16:38,0:18.538,0:24.523,0:19.878,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,31.0,1:03.312,0.0,,18.679,0.0,24.703000000000003,0.0,19.93,0.0,109.2,34:47.601,16:39,0:18.679,0:24.703,0:19.930,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,32.0,1:03.515,0.0,,18.656,0.0,24.874000000000002,0.0,19.985,0.0,108.8,35:51.116,16:40,0:18.656,0:24.874,0:19.985,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,33.0,1:03.367,0.0,,18.737,0.0,24.708000000000002,0.0,19.922,0.0,109.1,36:54.483,16:41,0:18.737,0:24.708,0:19.922,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,34.0,1:03.769,0.0,,18.895,0.0,24.909000000000002,0.0,19.965,0.0,108.4,37:58.252,16:42,0:18.895,0:24.909,0:19.965,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,35.0,1:03.411,0.0,,18.679,0.0,24.758000000000003,0.0,19.974,0.0,109.0,39:01.663,16:43,0:18.679,0:24.758,0:19.974,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,36.0,1:03.555,0.0,,18.788,0.0,24.706999999999997,0.0,20.06,0.0,108.8,40:05.218,16:44,0:18.788,0:24.707,0:20.060,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,37.0,1:03.343,0.0,,18.648,0.0,24.698,0.0,19.997,0.0,109.1,41:08.561,16:46,0:18.648,0:24.698,0:19.997,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,38.0,1:03.723,0.0,,18.867,0.0,24.826,0.0,20.03,0.0,108.5,42:12.284,16:47,0:18.867,0:24.826,0:20.030,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,39.0,1:03.646,0.0,,18.856,0.0,24.671,0.0,20.119,0.0,108.6,43:15.930,16:48,0:18.856,0:24.671,0:20.119,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,40.0,1:03.471,0.0,,18.764,0.0,24.668000000000003,0.0,20.039,0.0,108.9,44:19.401,16:49,0:18.764,0:24.668,0:20.039,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,41.0,1:05.974,0.0,,19.334,0.0,25.018,0.0,21.622,0.0,104.8,45:25.375,16:50,0:19.334,0:25.018,0:21.622,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,42.0,1:52.203,0.0,,42.250,0.0,38.301,0.0,31.651999999999997,0.0,61.6,47:17.578,16:52,0:42.250,0:38.301,0:31.652,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,43.0,1:56.537,0.0,,34.183,0.0,37.175,0.0,45.178999999999995,0.0,59.3,49:14.115,16:54,0:34.183,0:37.175,0:45.179,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,44.0,1:39.610,0.0,,36.056,0.0,31.705,0.0,31.849,0.0,69.4,50:53.725,16:55,0:36.056,0:31.705,0:31.849,,Jean-Eric VERGNE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,25.0,0.0,45.0,1:47.452,0.0,,32.146,0.0,38.156,0.0,37.15,0.0,64.3,52:41.177,16:57,0:32.146,0:38.156,0:37.150,,Jean-Eric VERGNE,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,1.0,1:04.895,0.0,,12.051,0.0,31.075,0.0,21.769000000000002,0.0,106.5,1:04.895,16:05,0:12.051,0:31.075,0:21.769,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,2.0,1:06.619,0.0,,19.871,0.0,26.156999999999996,0.0,20.590999999999998,0.0,103.8,2:11.514,16:07,0:19.871,0:26.157,0:20.591,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,3.0,1:05.810,0.0,,19.338,0.0,25.798000000000002,0.0,20.674,0.0,105.0,3:17.324,16:08,0:19.338,0:25.798,0:20.674,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,4.0,1:04.940,0.0,,19.218,0.0,25.191999999999997,0.0,20.53,0.0,106.4,4:22.264,16:09,0:19.218,0:25.192,0:20.530,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,5.0,1:04.512,0.0,,19.140,0.0,25.079,0.0,20.293,0.0,107.1,5:26.776,16:10,0:19.140,0:25.079,0:20.293,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,6.0,1:04.516,0.0,,18.999,0.0,25.107,0.0,20.41,0.0,107.1,6:31.292,16:11,0:18.999,0:25.107,0:20.410,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,7.0,1:33.899,0.0,,18.898,0.0,27.741,0.0,47.26,0.0,73.6,8:05.191,16:12,0:18.898,0:27.741,0:47.260,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,8.0,1:07.080,0.0,,20.744,0.0,25.621,0.0,20.715,0.0,103.0,9:12.271,16:14,0:20.744,0:25.621,0:20.715,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,9.0,1:04.353,0.0,,18.823,0.0,25.208000000000002,0.0,20.322,0.0,107.4,10:16.624,16:15,0:18.823,0:25.208,0:20.322,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,10.0,1:03.965,0.0,,18.477,2.0,25.279,0.0,20.209,0.0,108.1,11:20.589,16:16,0:18.477,0:25.279,0:20.209,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,11.0,1:03.770,0.0,,19.036,0.0,24.79,0.0,19.944000000000003,0.0,108.4,12:24.359,16:17,0:19.036,0:24.790,0:19.944,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,12.0,1:03.283,0.0,,18.743,0.0,24.479,0.0,20.061,0.0,109.2,13:27.642,16:18,0:18.743,0:24.479,0:20.061,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,13.0,1:03.633,0.0,,19.025,0.0,24.565,0.0,20.043,0.0,108.6,14:31.275,16:19,0:19.025,0:24.565,0:20.043,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,14.0,1:03.534,0.0,,18.862,0.0,24.583000000000002,0.0,20.089000000000002,0.0,108.8,15:34.809,16:20,0:18.862,0:24.583,0:20.089,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,15.0,1:03.517,0.0,,18.966,0.0,24.54,0.0,20.011,0.0,108.8,16:38.326,16:21,0:18.966,0:24.540,0:20.011,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,16.0,1:03.400,0.0,,18.748,0.0,24.526,0.0,20.125999999999998,0.0,109.0,17:41.726,16:22,0:18.748,0:24.526,0:20.126,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,17.0,1:03.513,0.0,,18.759,0.0,24.658,0.0,20.096,0.0,108.8,18:45.239,16:23,0:18.759,0:24.658,0:20.096,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,18.0,1:03.851,0.0,,18.899,0.0,24.787,0.0,20.165,0.0,108.3,19:49.090,16:24,0:18.899,0:24.787,0:20.165,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,19.0,1:03.976,0.0,,18.993,0.0,24.758000000000003,0.0,20.225,0.0,108.0,20:53.066,16:25,0:18.993,0:24.758,0:20.225,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,20.0,1:04.046,0.0,,19.013,0.0,24.785,0.0,20.248,0.0,107.9,21:57.112,16:26,0:19.013,0:24.785,0:20.248,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,21.0,1:03.926,0.0,,19.121,0.0,24.599,0.0,20.206,0.0,108.1,23:01.038,16:27,0:19.121,0:24.599,0:20.206,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,22.0,1:03.885,0.0,,18.800,0.0,24.904,0.0,20.180999999999997,0.0,108.2,24:04.923,16:28,0:18.800,0:24.904,0:20.181,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,23.0,1:09.332,0.0,B,18.888,0.0,24.967,0.0,25.476999999999997,0.0,99.7,25:14.255,16:30,0:18.888,0:24.967,0:25.477,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,24.0,2:17.621,0.0,,1:30.127,0.0,26.857,0.0,20.636999999999997,0.0,50.2,27:31.876,16:32,1:30.127,0:26.857,0:20.637,,Robin FRIJNS,0:01:09.489,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,25.0,1:04.207,0.0,,19.256,0.0,24.935,0.0,20.016,0.0,107.7,28:36.083,16:33,0:19.256,0:24.935,0:20.016,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,26.0,1:03.590,0.0,,18.968,0.0,24.549,0.0,20.073,0.0,108.7,29:39.673,16:34,0:18.968,0:24.549,0:20.073,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,27.0,1:03.308,0.0,,18.770,0.0,24.511,0.0,20.027,0.0,109.2,30:42.981,16:35,0:18.770,0:24.511,0:20.027,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,28.0,1:03.026,2.0,,18.783,0.0,24.364,2.0,19.879,2.0,109.7,31:46.007,16:36,0:18.783,0:24.364,0:19.879,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,29.0,1:03.259,0.0,,18.830,0.0,24.398000000000003,0.0,20.031,0.0,109.3,32:49.266,16:37,0:18.830,0:24.398,0:20.031,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,30.0,1:03.449,0.0,,18.843,0.0,24.57,0.0,20.035999999999998,0.0,108.9,33:52.715,16:38,0:18.843,0:24.570,0:20.036,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,31.0,1:03.487,0.0,,18.911,0.0,24.546999999999997,0.0,20.029,0.0,108.9,34:56.202,16:39,0:18.911,0:24.547,0:20.029,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,32.0,1:03.472,0.0,,18.990,0.0,24.504,0.0,19.977999999999998,0.0,108.9,35:59.674,16:40,0:18.990,0:24.504,0:19.978,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,33.0,1:03.541,0.0,,18.748,0.0,24.64,0.0,20.153,0.0,108.8,37:03.215,16:41,0:18.748,0:24.640,0:20.153,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,34.0,1:03.688,0.0,,18.973,0.0,24.73,0.0,19.985,0.0,108.5,38:06.903,16:42,0:18.973,0:24.730,0:19.985,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,35.0,1:03.634,0.0,,18.802,0.0,24.75,0.0,20.082,0.0,108.6,39:10.537,16:44,0:18.802,0:24.750,0:20.082,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,36.0,1:03.739,0.0,,18.864,0.0,24.783,0.0,20.092,0.0,108.4,40:14.276,16:45,0:18.864,0:24.783,0:20.092,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,37.0,1:03.901,0.0,,18.845,0.0,25.081,0.0,19.975,0.0,108.2,41:18.177,16:46,0:18.845,0:25.081,0:19.975,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,38.0,1:03.406,0.0,,18.840,0.0,24.621,0.0,19.945,0.0,109.0,42:21.583,16:47,0:18.840,0:24.621,0:19.945,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,39.0,1:03.441,0.0,,18.751,0.0,24.590999999999998,0.0,20.099,0.0,109.0,43:25.024,16:48,0:18.751,0:24.591,0:20.099,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,40.0,1:03.710,0.0,,18.746,0.0,24.79,0.0,20.174,0.0,108.5,44:28.734,16:49,0:18.746,0:24.790,0:20.174,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,41.0,1:06.555,0.0,,19.271,0.0,24.49,0.0,22.794,0.0,103.9,45:35.289,16:50,0:19.271,0:24.490,0:22.794,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,42.0,1:46.644,0.0,,38.029,0.0,36.918,0.0,31.697,0.0,64.8,47:21.933,16:52,0:38.029,0:36.918,0:31.697,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,43.0,1:56.379,0.0,,34.993,0.0,36.263000000000005,0.0,45.123000000000005,0.0,59.4,49:18.312,16:54,0:34.993,0:36.263,0:45.123,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,44.0,1:39.472,0.0,,36.887,0.0,30.496,0.0,32.089,0.0,69.5,50:57.784,16:55,0:36.887,0:30.496,0:32.089,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,27.0,0.0,45.0,1:47.681,0.0,,33.244,0.0,37.856,0.0,36.580999999999996,0.0,64.2,52:45.465,16:57,0:33.244,0:37.856,0:36.581,,Robin FRIJNS,,,
,,,,,,,,,,Andretti Formula E Race Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,28.0,0.0,1.0,1:08.328,0.0,,13.422,0.0,33.001999999999995,0.0,21.904,0.0,101.2,1:08.328,16:06,0:13.422,0:33.002,0:21.904,,Simona DE SILVESTRO,,,
,,,,,,,,,,Andretti Formula E Race Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,28.0,0.0,2.0,1:07.776,0.0,,20.134,0.0,26.855,0.0,20.787,0.0,102.0,2:16.104,16:07,0:20.134,0:26.855,0:20.787,,Simona DE SILVESTRO,,,
,,,,,,,,,,Andretti Formula E Race Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,28.0,0.0,3.0,1:06.055,0.0,,19.425,0.0,25.84,0.0,20.79,0.0,104.6,3:22.159,16:08,0:19.425,0:25.840,0:20.790,,Simona DE SILVESTRO,,,
,,,,,,,,,,Andretti Formula E Race Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,28.0,0.0,4.0,1:05.251,0.0,,19.398,0.0,25.426,0.0,20.427,0.0,105.9,4:27.410,16:09,0:19.398,0:25.426,0:20.427,,Simona DE SILVESTRO,,,
,,,,,,,,,,Andretti Formula E Race Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,28.0,0.0,5.0,1:05.599,0.0,,19.158,0.0,25.796999999999997,0.0,20.644000000000002,0.0,105.4,5:33.009,16:10,0:19.158,0:25.797,0:20.644,,Simona DE SILVESTRO,,,
,,,,,,,,,,Andretti Formula E Race Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,28.0,0.0,6.0,1:04.417,0.0,,19.158,0.0,25.089000000000002,0.0,20.17,0.0,107.3,6:37.426,16:11,0:19.158,0:25.089,0:20.170,,Simona DE SILVESTRO,,,
,,,,,,,,,,Andretti Formula E Race Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Paris\Race\23_Analysis_Race (18).CSV,28.0,0.0,7.0,1:38.059,0.0,,19.243,0.0,35.657,0.0,43.159,0.0,70.5,8:15.485,16:13,0:19.243,0:35.657,0:43.159,,Simona DE SILVESTRO,,,
