ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,Unnamed: 25,file_loc,ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,ECM ForixTeamId,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_ECM ForixDriverId,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,POWER,Unnamed: 26
16.0,1.0,28.0,1:14.888,0.0,,26.017,0.0,18.352999999999998,0.0,30.518,0.0,112.9,37:47.061,16:41:49.478,0:26.017,0:18.353,0:30.518,,Oliver TURVEY,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
16.0,1.0,29.0,1:13.630,0.0,,24.278000000000002,0.0,18.500999999999998,0.0,30.851,0.0,114.8,39:00.691,16:43:03.108,0:24.278,0:18.501,0:30.851,,Oliver TURVEY,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
16.0,1.0,30.0,1:13.349,0.0,,24.566,0.0,18.365,0.0,30.418,0.0,115.2,40:14.040,16:44:16.457,0:24.566,0:18.365,0:30.418,,Oliver TURVEY,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
16.0,1.0,31.0,1:13.577,0.0,,24.366999999999997,0.0,18.623,0.0,30.587,0.0,114.9,41:27.617,16:45:30.034,0:24.367,0:18.623,0:30.587,,Oliver TURVEY,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
16.0,1.0,32.0,1:14.412,0.0,,24.885,0.0,18.489,0.0,31.038,0.0,113.6,42:42.029,16:46:44.446,0:24.885,0:18.489,0:31.038,,Oliver TURVEY,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,1.0,33.0,1:14.010,0.0,,24.682,0.0,18.59,0.0,30.738,0.0,114.2,43:56.039,16:47:58.456,0:24.682,0:18.590,0:30.738,,Oliver TURVEY,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,1.0,34.0,1:16.796,0.0,,24.737,0.0,20.441,0.0,31.618,0.0,110.1,45:12.835,16:49:15.252,0:24.737,0:20.441,0:31.618,,Oliver TURVEY,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,1.0,35.0,1:18.113,0.0,,26.048000000000002,0.0,19.601,0.0,32.464,0.0,108.2,46:30.948,16:50:33.365,0:26.048,0:19.601,0:32.464,,Oliver TURVEY,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,1.0,36.0,1:16.622,0.0,,25.333000000000002,0.0,19.401,0.0,31.888,0.0,110.3,47:47.570,16:51:49.987,0:25.333,0:19.401,0:31.888,,Oliver TURVEY,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,1.0,1:29.136,0.0,,35.507,0.0,21.053,0.0,32.576,0.0,94.8,1:29.136,16:05:31.553,0:35.507,0:21.053,0:32.576,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,2.0,1:15.711,0.0,,24.979,0.0,18.632,0.0,32.100,0.0,111.6,2:44.847,16:06:47.264,0:24.979,0:18.632,0:32.100,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,3.0,1:13.959,0.0,,24.276999999999997,0.0,18.361,0.0,31.321,0.0,114.3,3:58.806,16:08:01.223,0:24.277,0:18.361,0:31.321,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,4.0,1:14.161,0.0,,24.357,0.0,18.547,0.0,31.257,0.0,114.0,5:12.967,16:09:15.384,0:24.357,0:18.547,0:31.257,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,5.0,1:13.688,0.0,,24.087,0.0,18.526,0.0,31.075,0.0,114.7,6:26.655,16:10:29.072,0:24.087,0:18.526,0:31.075,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,6.0,1:13.575,0.0,,24.174,0.0,18.361,0.0,31.040,0.0,114.9,7:40.230,16:11:42.647,0:24.174,0:18.361,0:31.040,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,7.0,1:13.350,2.0,,24.248,0.0,18.320999999999998,0.0,30.781,0.0,115.2,8:53.580,16:12:55.997,0:24.248,0:18.321,0:30.781,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,8.0,1:14.124,0.0,,24.011,2.0,18.31,0.0,31.803,0.0,114.0,10:07.704,16:14:10.121,0:24.011,0:18.310,0:31.803,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,9.0,1:14.279,0.0,,25.045,0.0,18.32,0.0,30.914,0.0,113.8,11:21.983,16:15:24.400,0:25.045,0:18.320,0:30.914,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,10.0,1:14.425,0.0,,24.337,0.0,18.332,0.0,31.756,0.0,113.6,12:36.408,16:16:38.825,0:24.337,0:18.332,0:31.756,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,11.0,1:13.455,0.0,,24.105,0.0,18.294,0.0,31.056,0.0,115.1,13:49.863,16:17:52.280,0:24.105,0:18.294,0:31.056,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,12.0,1:13.853,0.0,,24.247,0.0,18.515,0.0,31.091,0.0,114.5,15:03.716,16:19:06.133,0:24.247,0:18.515,0:31.091,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,13.0,1:14.344,0.0,,24.605,0.0,18.498,0.0,31.241,0.0,113.7,16:18.060,16:20:20.477,0:24.605,0:18.498,0:31.241,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,14.0,1:16.122,0.0,,25.073,0.0,18.808,0.0,32.241,0.0,111.0,17:34.182,16:21:36.599,0:25.073,0:18.808,0:32.241,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,15.0,1:15.559,0.0,,24.664,0.0,18.703,0.0,32.192,0.0,111.9,18:49.741,16:22:52.158,0:24.664,0:18.703,0:32.192,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,16.0,2:34.911,0.0,,43.123000000000005,0.0,47.332,0.0,1:04.456,0.0,54.6,21:24.652,16:25:27.069,0:43.123,0:47.332,1:04.456,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,17.0,2:17.301,0.0,,54.586000000000006,0.0,47.18600000000001,0.0,35.529,0.0,61.6,23:41.953,16:27:44.370,0:54.586,0:47.186,0:35.529,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,18.0,1:19.634,0.0,,26.265,0.0,20.252,0.0,33.117,0.0,106.1,25:01.587,16:29:04.004,0:26.265,0:20.252,0:33.117,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,19.0,2:13.333,0.0,B,37.400999999999996,0.0,47.217,0.0,48.715,0.0,63.4,27:14.920,16:31:17.337,0:37.401,0:47.217,0:48.715,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,20.0,1:23.602,0.0,,31.171,0.0,19.674,0.0,32.757,0.0,101.1,28:38.522,16:32:40.939,0:31.171,0:19.674,0:32.757,,Gary PAFFETT,0:00:18.398,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,21.0,1:14.859,0.0,,24.83,0.0,18.795,0.0,31.234,0.0,112.9,29:53.381,16:33:55.798,0:24.830,0:18.795,0:31.234,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,22.0,1:16.351,0.0,,26.416,0.0,18.89,0.0,31.045,0.0,110.7,31:09.732,16:35:12.149,0:26.416,0:18.890,0:31.045,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
17.0,1.0,23.0,1:13.938,0.0,,24.378,0.0,18.737000000000002,0.0,30.823,0.0,114.3,32:23.670,16:36:26.087,0:24.378,0:18.737,0:30.823,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,24.0,1:17.619,0.0,,24.77,0.0,21.629,0.0,31.220,0.0,108.9,33:41.289,16:37:43.706,0:24.770,0:21.629,0:31.220,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,25.0,1:17.450,0.0,,24.726,0.0,19.159000000000002,0.0,33.565,0.0,109.1,34:58.739,16:39:01.156,0:24.726,0:19.159,0:33.565,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,26.0,1:17.293,0.0,,25.496,0.0,18.94,0.0,32.857,0.0,109.4,36:16.032,16:40:18.449,0:25.496,0:18.940,0:32.857,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,27.0,1:17.830,0.0,,24.951999999999998,0.0,19.41,0.0,33.468,0.0,108.6,37:33.862,16:41:36.279,0:24.952,0:19.410,0:33.468,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,28.0,1:19.425,0.0,,26.031,0.0,19.096,0.0,34.298,0.0,106.4,38:53.287,16:42:55.704,0:26.031,0:19.096,0:34.298,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,29.0,1:18.454,0.0,,27.377,0.0,18.993,0.0,32.084,0.0,107.7,40:11.741,16:44:14.158,0:27.377,0:18.993,0:32.084,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
17.0,1.0,30.0,1:14.271,0.0,,25.108,0.0,18.41,0.0,30.753,0.0,113.8,41:26.012,16:45:28.429,0:25.108,0:18.410,0:30.753,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
17.0,1.0,31.0,1:13.893,0.0,,25.201999999999998,0.0,18.171,2.0,30.520,2.0,114.4,42:39.905,16:46:42.322,0:25.202,0:18.171,0:30.520,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
17.0,1.0,32.0,1:14.190,0.0,,24.845,0.0,18.340999999999998,0.0,31.004,0.0,113.9,43:54.095,16:47:56.512,0:24.845,0:18.341,0:31.004,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
17.0,1.0,33.0,1:15.271,0.0,,25.769000000000002,0.0,18.656,0.0,30.846,0.0,112.3,45:09.366,16:49:11.783,0:25.769,0:18.656,0:30.846,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,34.0,1:13.453,0.0,,24.37,0.0,18.347,0.0,30.736,0.0,115.1,46:22.819,16:50:25.236,0:24.370,0:18.347,0:30.736,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,35.0,1:13.675,0.0,,24.166999999999998,0.0,18.399,0.0,31.109,0.0,114.7,47:36.494,16:51:38.911,0:24.167,0:18.399,0:31.109,,Gary PAFFETT,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,1.0,1:24.640,0.0,,33.181999999999995,0.0,19.213,0.0,32.245,0.0,99.9,1:24.640,16:05:27.057,0:33.182,0:19.213,0:32.245,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,2.0,1:14.687,0.0,,24.67,0.0,18.825,0.0,31.192,0.0,113.2,2:39.327,16:06:41.744,0:24.670,0:18.825,0:31.192,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,3.0,1:14.087,0.0,,24.546,0.0,18.484,0.0,31.057,0.0,114.1,3:53.414,16:07:55.831,0:24.546,0:18.484,0:31.057,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,4.0,1:13.734,0.0,,24.664,0.0,18.195,2.0,30.875,0.0,114.6,5:07.148,16:09:09.565,0:24.664,0:18.195,0:30.875,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,5.0,1:14.275,0.0,,24.113000000000003,0.0,18.582,0.0,31.580,0.0,113.8,6:21.423,16:10:23.840,0:24.113,0:18.582,0:31.580,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,6.0,1:13.093,2.0,,24.175,0.0,18.433,0.0,30.485,2.0,115.6,7:34.516,16:11:36.933,0:24.175,0:18.433,0:30.485,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,7.0,1:13.423,0.0,,24.156999999999996,0.0,18.195999999999998,0.0,31.070,0.0,115.1,8:47.939,16:12:50.356,0:24.157,0:18.196,0:31.070,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,8.0,1:14.804,0.0,,24.706,0.0,18.249000000000002,0.0,31.849,0.0,113.0,10:02.743,16:14:05.160,0:24.706,0:18.249,0:31.849,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,9.0,1:13.308,0.0,,24.302,0.0,18.253,0.0,30.753,0.0,115.3,11:16.051,16:15:18.468,0:24.302,0:18.253,0:30.753,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,10.0,1:13.330,0.0,,24.229,0.0,18.3,0.0,30.801,0.0,115.3,12:29.381,16:16:31.798,0:24.229,0:18.300,0:30.801,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,11.0,1:13.329,0.0,,24.083000000000002,2.0,18.457,0.0,30.789,0.0,115.3,13:42.710,16:17:45.127,0:24.083,0:18.457,0:30.789,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,12.0,1:15.140,0.0,,24.345,0.0,18.355,0.0,32.440,0.0,112.5,14:57.850,16:19:00.267,0:24.345,0:18.355,0:32.440,,Felipe MASSA,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,1.0,1:21.073,0.0,,30.98,0.0,18.805,0.0,31.288,0.0,104.3,1:21.073,16:05:23.490,0:30.980,0:18.805,0:31.288,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,2.0,1:14.080,0.0,,24.655,0.0,18.331,0.0,31.094,0.0,114.1,2:35.153,16:06:37.570,0:24.655,0:18.331,0:31.094,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,3.0,1:13.368,0.0,,24.288,0.0,18.127,0.0,30.953,0.0,115.2,3:48.521,16:07:50.938,0:24.288,0:18.127,0:30.953,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,4.0,1:13.475,0.0,,24.996,0.0,17.89,0.0,30.589,0.0,115.0,5:01.996,16:09:04.413,0:24.996,0:17.890,0:30.589,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,5.0,1:12.860,0.0,,23.945999999999998,0.0,18.07,0.0,30.844,0.0,116.0,6:14.856,16:10:17.273,0:23.946,0:18.070,0:30.844,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,6.0,1:12.854,0.0,,24.11,0.0,17.989,0.0,30.755,0.0,116.0,7:27.710,16:11:30.127,0:24.110,0:17.989,0:30.755,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,7.0,1:12.647,0.0,,23.834,0.0,18.069000000000003,0.0,30.744,0.0,116.4,8:40.357,16:12:42.774,0:23.834,0:18.069,0:30.744,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,8.0,1:12.709,0.0,,23.915,0.0,18.113,0.0,30.681,0.0,116.3,9:53.066,16:13:55.483,0:23.915,0:18.113,0:30.681,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,9.0,1:13.219,0.0,,25.180999999999997,0.0,17.767,0.0,30.271,0.0,115.4,11:06.285,16:15:08.702,0:25.181,0:17.767,0:30.271,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
2.0,1.0,10.0,1:12.596,0.0,,23.843000000000004,0.0,18.048,0.0,30.705,0.0,116.4,12:18.881,16:16:21.298,0:23.843,0:18.048,0:30.705,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
2.0,1.0,11.0,1:12.337,0.0,,24.248,0.0,17.713,0.0,30.376,0.0,116.9,13:31.218,16:17:33.635,0:24.248,0:17.713,0:30.376,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
2.0,1.0,12.0,1:12.822,0.0,,23.979,0.0,18.129,0.0,30.714,0.0,116.1,14:44.040,16:18:46.457,0:23.979,0:18.129,0:30.714,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,
2.0,1.0,13.0,1:13.082,0.0,,24.055999999999997,0.0,18.283,0.0,30.743,0.0,115.7,15:57.122,16:19:59.539,0:24.056,0:18.283,0:30.743,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,14.0,1:13.287,0.0,,24.233,0.0,18.252,0.0,30.802,0.0,115.3,17:10.409,16:21:12.826,0:24.233,0:18.252,0:30.802,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,15.0,1:13.406,0.0,,24.43,0.0,18.329,0.0,30.647,0.0,115.2,18:23.815,16:22:26.232,0:24.430,0:18.329,0:30.647,,Sam BIRD,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Santiago\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
