ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,ECM ForixTeamId,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_ECM ForixDriverId,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,3.0,0.0,20.0,1:23.178,0.0,,23.415,0.0,28.538,0.0,31.225,0.0,120.5,30:28.631,16:34:15.130,0:23.415,0:28.538,0:31.225,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,3.0,0.0,21.0,1:23.022,0.0,,24.071,0.0,28.178,0.0,30.773000000000003,0.0,120.8,31:51.653,16:35:38.152,0:24.071,0:28.178,0:30.773,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,3.0,0.0,22.0,1:23.993,0.0,,22.772,0.0,28.267,0.0,32.954,0.0,119.4,33:15.646,16:37:02.145,0:22.772,0:28.267,0:32.954,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,3.0,0.0,23.0,1:22.258,0.0,,22.702,0.0,28.209,0.0,31.346999999999998,0.0,121.9,34:37.904,16:38:24.403,0:22.702,0:28.209,0:31.347,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,3.0,0.0,24.0,1:21.781,0.0,,22.707,0.0,28.532,0.0,30.541999999999998,0.0,122.6,35:59.685,16:39:46.184,0:22.707,0:28.532,0:30.542,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,3.0,0.0,25.0,1:35.779,0.0,B,23.302,0.0,28.344,0.0,44.133,0.0,104.7,37:35.464,16:41:21.963,0:23.302,0:28.344,0:44.133,,Nelson PIQUET,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,1.0,1:25.701,0.0,,28.760,0.0,27.232,0.0,29.709,0.0,117.0,1:25.701,16:05:12.200,0:28.760,0:27.232,0:29.709,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,2.0,1:19.476,0.0,,22.535,0.0,27.059,0.0,29.881999999999998,0.0,126.2,2:45.177,16:06:31.676,0:22.535,0:27.059,0:29.882,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,3.0,1:19.000,0.0,,22.627,0.0,26.738,0.0,29.635,0.0,126.9,4:04.177,16:07:50.676,0:22.627,0:26.738,0:29.635,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,4.0,1:30.826,0.0,,22.464,0.0,26.707,0.0,41.655,0.0,110.4,5:35.003,16:09:21.502,0:22.464,0:26.707,0:41.655,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,5.0,2:50.312,0.0,,1:01.993,0.0,1:10.455,0.0,37.864000000000004,0.0,58.9,8:25.315,16:12:11.814,1:01.993,1:10.455,0:37.864,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,6.0,1:18.243,0.0,,22.144,0.0,26.694,0.0,29.405,0.0,128.1,9:43.558,16:13:30.057,0:22.144,0:26.694,0:29.405,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,7.0,1:18.729,0.0,,22.193,0.0,26.606,0.0,29.93,0.0,127.3,11:02.287,16:14:48.786,0:22.193,0:26.606,0:29.930,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,8.0,1:18.212,0.0,,22.232,0.0,26.656,0.0,29.324,0.0,128.2,12:20.499,16:16:06.998,0:22.232,0:26.656,0:29.324,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,9.0,1:18.228,0.0,,22.193,0.0,26.652,0.0,29.383000000000003,0.0,128.2,13:38.727,16:17:25.226,0:22.193,0:26.652,0:29.383,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,10.0,1:18.186,0.0,,22.172,0.0,26.625,0.0,29.389,0.0,128.2,14:56.913,16:18:43.412,0:22.172,0:26.625,0:29.389,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,11.0,1:18.442,0.0,,22.155,0.0,26.794,0.0,29.493000000000002,0.0,127.8,16:15.355,16:20:01.854,0:22.155,0:26.794,0:29.493,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,12.0,1:18.251,0.0,,22.266,0.0,26.617,0.0,29.368000000000002,0.0,128.1,17:33.606,16:21:20.105,0:22.266,0:26.617,0:29.368,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,13.0,1:18.336,0.0,,22.453,0.0,26.530,0.0,29.353,0.0,128.0,18:51.942,16:22:38.441,0:22.453,0:26.530,0:29.353,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,14.0,1:17.893,0.0,,22.290,0.0,26.520,0.0,29.083000000000002,0.0,128.7,20:09.835,16:23:56.334,0:22.290,0:26.520,0:29.083,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,15.0,1:18.053,0.0,,22.247,0.0,26.608,0.0,29.198,0.0,128.5,21:27.888,16:25:14.387,0:22.247,0:26.608,0:29.198,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,16.0,1:18.349,0.0,,22.283,0.0,26.619,0.0,29.447,0.0,128.0,22:46.237,16:26:32.736,0:22.283,0:26.619,0:29.447,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,17.0,1:19.012,0.0,,22.397,0.0,27.090,0.0,29.525,0.0,126.9,24:05.249,16:27:51.748,0:22.397,0:27.090,0:29.525,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,18.0,1:19.173,0.0,,22.696,0.0,27.018,0.0,29.459,0.0,126.6,25:24.422,16:29:10.921,0:22.696,0:27.018,0:29.459,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,19.0,1:26.178,0.0,B,22.411,0.0,27.296,0.0,36.471,0.0,116.3,26:50.600,16:30:37.099,0:22.411,0:27.296,0:36.471,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,20.0,1:50.435,0.0,,54.246,0.0,26.677,0.0,29.511999999999997,0.0,90.8,28:41.035,16:32:27.534,0:54.246,0:26.677,0:29.512,,Alex LYNN,0:00:40.768,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,21.0,1:18.046,0.0,,22.160,0.0,26.638,0.0,29.248,0.0,128.5,29:59.081,16:33:45.580,0:22.160,0:26.638,0:29.248,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,22.0,1:18.198,0.0,,22.311,0.0,26.739,0.0,29.148000000000003,0.0,128.2,31:17.279,16:35:03.778,0:22.311,0:26.739,0:29.148,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,23.0,1:17.543,0.0,,22.181,0.0,26.322,2.0,29.04,0.0,129.3,32:34.822,16:36:21.321,0:22.181,0:26.322,0:29.040,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,24.0,1:17.669,0.0,,22.354,0.0,26.535,0.0,28.78,2.0,129.1,33:52.491,16:37:38.990,0:22.354,0:26.535,0:28.780,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,25.0,1:17.907,0.0,,22.074,0.0,26.671,0.0,29.162,0.0,128.7,35:10.398,16:38:56.897,0:22.074,0:26.671,0:29.162,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,26.0,1:17.296,2.0,,22.015,2.0,26.449,0.0,28.831999999999997,0.0,129.7,36:27.694,16:40:14.193,0:22.015,0:26.449,0:28.832,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,27.0,1:17.696,0.0,,22.168,0.0,26.573,0.0,28.955,0.0,129.0,37:45.390,16:41:31.889,0:22.168,0:26.573,0:28.955,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,28.0,1:17.831,0.0,,22.046,0.0,26.699,0.0,29.086,0.0,128.8,39:03.221,16:42:49.720,0:22.046,0:26.699,0:29.086,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,29.0,1:17.750,0.0,,22.125,0.0,26.571,0.0,29.054000000000002,0.0,129.0,40:20.971,16:44:07.470,0:22.125,0:26.571,0:29.054,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,30.0,1:17.717,0.0,,22.082,0.0,26.648,0.0,28.987,0.0,129.0,41:38.688,16:45:25.187,0:22.082,0:26.648,0:28.987,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,31.0,1:17.694,0.0,,22.054,0.0,26.611,0.0,29.029,0.0,129.0,42:56.382,16:46:42.881,0:22.054,0:26.611,0:29.029,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,32.0,1:17.899,0.0,,22.031,0.0,26.652,0.0,29.215999999999998,0.0,128.7,44:14.281,16:48:00.780,0:22.031,0:26.652,0:29.216,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,33.0,1:21.011,0.0,,23.784,0.0,27.848,0.0,29.379,0.0,123.8,45:35.292,16:49:21.791,0:23.784,0:27.848,0:29.379,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,34.0,1:18.525,0.0,,22.310,0.0,26.766,0.0,29.449,0.0,127.7,46:53.817,16:50:40.316,0:22.310,0:26.766,0:29.449,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,35.0,1:18.330,0.0,,22.338,0.0,26.816,0.0,29.176,0.0,128.0,48:12.147,16:51:58.646,0:22.338,0:26.816,0:29.176,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,36.0,1:19.357,0.0,,22.439,0.0,26.854,0.0,30.064,0.0,126.3,49:31.504,16:53:18.003,0:22.439,0:26.854,0:30.064,,Alex LYNN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,36.0,0.0,37.0,1:19.977,0.0,,22.477,0.0,27.202,0.0,30.298000000000002,0.0,125.4,50:51.481,16:54:37.980,0:22.477,0:27.202,0:30.298,,Alex LYNN,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,1.0,1:33.139,0.0,,33.269,0.0,28.291,0.0,31.579,0.0,107.6,1:33.139,16:05:19.638,0:33.269,0:28.291,0:31.579,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,2.0,1:20.260,0.0,,23.429,0.0,27.249,0.0,29.581999999999997,0.0,124.9,2:53.399,16:06:39.898,0:23.429,0:27.249,0:29.582,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,3.0,1:19.319,0.0,,22.478,0.0,27.146,0.0,29.695,0.0,126.4,4:12.718,16:07:59.217,0:22.478,0:27.146,0:29.695,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,4.0,1:37.757,0.0,,23.115,0.0,28.367,0.0,46.275,0.0,102.6,5:50.475,16:09:36.974,0:23.115,0:28.367,0:46.275,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,5.0,2:43.667,0.0,,1:02.927,0.0,1:06.659,0.0,34.080999999999996,0.0,61.3,8:34.142,16:12:20.641,1:02.927,1:06.659,0:34.081,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,6.0,1:18.842,0.0,,22.381,0.0,27.095,0.0,29.366,0.0,127.2,9:52.984,16:13:39.483,0:22.381,0:27.095,0:29.366,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,7.0,1:18.420,2.0,,22.338,2.0,26.760,2.0,29.322,2.0,127.9,11:11.404,16:14:57.903,0:22.338,0:26.760,0:29.322,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,8.0,1:19.101,0.0,,22.467,0.0,27.152,0.0,29.482,0.0,126.7,12:30.505,16:16:17.004,0:22.467,0:27.152,0:29.482,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,9.0,1:20.899,0.0,,22.893,0.0,27.183,0.0,30.823,0.0,123.9,13:51.404,16:17:37.903,0:22.893,0:27.183,0:30.823,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,10.0,1:19.126,0.0,,22.631,0.0,26.920,0.0,29.575,0.0,126.7,15:10.530,16:18:57.029,0:22.631,0:26.920,0:29.575,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,11.0,1:19.210,0.0,,22.475,0.0,27.076,0.0,29.659000000000002,0.0,126.6,16:29.740,16:20:16.239,0:22.475,0:27.076,0:29.659,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,12.0,1:21.413,0.0,,22.492,0.0,28.735,0.0,30.186,0.0,123.1,17:51.153,16:21:37.652,0:22.492,0:28.735,0:30.186,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,13.0,1:19.455,0.0,,22.553,0.0,27.052,0.0,29.85,0.0,126.2,19:10.608,16:22:57.107,0:22.553,0:27.052,0:29.850,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,14.0,1:19.590,0.0,,22.900,0.0,26.840,0.0,29.85,0.0,126.0,20:30.198,16:24:16.697,0:22.900,0:26.840,0:29.850,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,15.0,1:34.014,0.0,B,23.555,0.0,29.582,0.0,40.876999999999995,0.0,106.6,22:04.212,16:25:50.711,0:23.555,0:29.582,0:40.877,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,16.0,1:57.065,0.0,,59.297,0.0,27.668,0.0,30.1,0.0,85.6,24:01.277,16:27:47.776,0:59.297,0:27.668,0:30.100,,Edoardo MORTARA,0:00:45.225,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,17.0,1:21.558,0.0,,23.474,0.0,28.373,0.0,29.711,0.0,122.9,25:22.835,16:29:09.334,0:23.474,0:28.373,0:29.711,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,18.0,1:19.629,0.0,,22.687,0.0,27.088,0.0,29.854,0.0,125.9,26:42.464,16:30:28.963,0:22.687,0:27.088,0:29.854,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,19.0,1:19.800,0.0,,22.845,0.0,26.988,0.0,29.967,0.0,125.6,28:02.264,16:31:48.763,0:22.845,0:26.988,0:29.967,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,20.0,1:20.162,0.0,,22.795,0.0,27.425,0.0,29.941999999999997,0.0,125.1,29:22.426,16:33:08.925,0:22.795,0:27.425,0:29.942,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,21.0,1:19.425,0.0,,22.723,0.0,27.087,0.0,29.615,0.0,126.2,30:41.851,16:34:28.350,0:22.723,0:27.087,0:29.615,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,22.0,1:21.124,0.0,,23.110,0.0,27.667,0.0,30.346999999999998,0.0,123.6,32:02.975,16:35:49.474,0:23.110,0:27.667,0:30.347,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,23.0,1:19.747,0.0,,22.930,0.0,27.134,0.0,29.683000000000003,0.0,125.7,33:22.722,16:37:09.221,0:22.930,0:27.134,0:29.683,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,24.0,1:19.608,0.0,,22.735,0.0,27.278,0.0,29.595,0.0,125.9,34:42.330,16:38:28.829,0:22.735,0:27.278,0:29.595,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,25.0,1:19.415,0.0,,22.742,0.0,27.107,0.0,29.566,0.0,126.2,36:01.745,16:39:48.244,0:22.742,0:27.107,0:29.566,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,26.0,1:20.580,0.0,,23.004,0.0,27.649,0.0,29.927,0.0,124.4,37:22.325,16:41:08.824,0:23.004,0:27.649,0:29.927,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,27.0,1:19.736,0.0,,22.821,0.0,27.185,0.0,29.73,0.0,125.7,38:42.061,16:42:28.560,0:22.821,0:27.185,0:29.730,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,28.0,1:19.656,0.0,,22.695,0.0,27.264,0.0,29.697,0.0,125.9,40:01.717,16:43:48.216,0:22.695,0:27.264,0:29.697,,Edoardo MORTARA,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Punta\Race\23_Analysis_Race (31).CSV,4.0,0.0,29.0,1:20.100,0.0,,22.947,0.0,27.392,0.0,29.761,0.0,125.2,41:21.817,16:45:08.316,0:22.947,0:27.392,0:29.761,,Edoardo MORTARA,,,
