ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25,Unnamed: 37,POSITION
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,5.0,1:27.082,0.0,,29.380,0.0,30.313000000000002,0.0,27.389,0.0,113.5,7:38.122,16:11:15.898,0:29.380,0:30.313,0:27.389,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,6.0,1:26.509,0.0,,29.162,0.0,29.928,0.0,27.419,0.0,114.2,9:04.631,16:12:42.407,0:29.162,0:29.928,0:27.419,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,7.0,1:26.262,0.0,,28.856,0.0,29.859,0.0,27.547,0.0,114.6,10:30.893,16:14:08.669,0:28.856,0:29.859,0:27.547,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,8.0,1:26.183,0.0,,28.793,0.0,29.9,0.0,27.490,0.0,114.7,11:57.076,16:15:34.852,0:28.793,0:29.900,0:27.490,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,9.0,1:26.185,0.0,,28.931,0.0,29.843000000000004,0.0,27.411,0.0,114.7,13:23.261,16:17:01.037,0:28.931,0:29.843,0:27.411,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,10.0,1:26.446,0.0,,29.114,0.0,29.811999999999998,0.0,27.520,0.0,114.3,14:49.707,16:18:27.483,0:29.114,0:29.812,0:27.520,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,11.0,1:26.222,0.0,,28.828,0.0,29.889,0.0,27.505,0.0,114.6,16:15.929,16:19:53.705,0:28.828,0:29.889,0:27.505,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,12.0,1:26.472,0.0,,29.000,0.0,30.038,0.0,27.434,0.0,114.3,17:42.401,16:21:20.177,0:29.000,0:30.038,0:27.434,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,13.0,1:26.381,0.0,,28.817,0.0,30.05,0.0,27.514,0.0,114.4,19:08.782,16:22:46.558,0:28.817,0:30.050,0:27.514,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,14.0,1:26.595,0.0,,28.919,0.0,30.076999999999998,0.0,27.599,0.0,114.1,20:35.377,16:24:13.153,0:28.919,0:30.077,0:27.599,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,15.0,1:26.583,0.0,,28.933,0.0,30.14,0.0,27.510,0.0,114.1,22:01.960,16:25:39.736,0:28.933,0:30.140,0:27.510,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,16.0,1:27.524,0.0,,29.013,0.0,30.595,0.0,27.916,0.0,112.9,23:29.484,16:27:07.260,0:29.013,0:30.595,0:27.916,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,17.0,1:27.936,0.0,,29.607,0.0,30.139,0.0,28.190,0.0,112.4,24:57.420,16:28:35.196,0:29.607,0:30.139,0:28.190,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,18.0,1:28.944,0.0,,29.446,0.0,30.829,0.0,28.669,0.0,111.1,26:26.364,16:30:04.140,0:29.446,0:30.829,0:28.669,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,19.0,1:45.592,0.0,B,29.734,0.0,30.973000000000003,0.0,44.885,0.0,93.6,28:11.956,16:31:49.732,0:29.734,0:30.973,0:44.885,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,20.0,2:02.795,0.0,,1:04.631,0.0,30.281999999999996,0.0,27.882,0.0,80.5,30:14.751,16:33:52.527,1:04.631,0:30.282,0:27.882,,Robin FRIJNS,0:00:59.499,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,21.0,1:26.801,0.0,,28.741,0.0,30.267,0.0,27.793,0.0,113.8,31:41.552,16:35:19.328,0:28.741,0:30.267,0:27.793,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,22.0,1:26.738,0.0,,28.927,0.0,30.234,0.0,27.577,0.0,113.9,33:08.290,16:36:46.066,0:28.927,0:30.234,0:27.577,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,23.0,1:26.500,0.0,,28.777,0.0,30.346999999999998,0.0,27.376,0.0,114.2,34:34.790,16:38:12.566,0:28.777,0:30.347,0:27.376,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,24.0,1:25.937,0.0,,28.729,0.0,29.844,0.0,27.364,0.0,115.0,36:00.727,16:39:38.503,0:28.729,0:29.844,0:27.364,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,25.0,1:25.570,2.0,,28.502,2.0,29.761999999999997,2.0,27.306,2.0,115.5,37:26.297,16:41:04.073,0:28.502,0:29.762,0:27.306,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,26.0,1:26.184,0.0,,28.602,0.0,30.109,0.0,27.473,0.0,114.7,38:52.481,16:42:30.257,0:28.602,0:30.109,0:27.473,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,27.0,1:28.893,0.0,,30.278,0.0,30.709,0.0,27.906,0.0,111.2,40:21.374,16:43:59.150,0:30.278,0:30.709,0:27.906,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,28.0,1:26.780,0.0,,28.954,0.0,30.147,0.0,27.679,0.0,113.9,41:48.154,16:45:25.930,0:28.954,0:30.147,0:27.679,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,29.0,1:26.621,0.0,,28.853,0.0,30.149,0.0,27.619,0.0,114.1,43:14.775,16:46:52.551,0:28.853,0:30.149,0:27.619,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,30.0,1:26.655,0.0,,28.581,0.0,30.368000000000002,0.0,27.706,0.0,114.0,44:41.430,16:48:19.206,0:28.581,0:30.368,0:27.706,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,31.0,1:26.341,0.0,,28.859,0.0,30.021,0.0,27.461,0.0,114.5,46:07.771,16:49:45.547,0:28.859,0:30.021,0:27.461,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,32.0,1:26.573,0.0,,28.908,0.0,30.026999999999997,0.0,27.638,0.0,114.1,47:34.344,16:51:12.120,0:28.908,0:30.027,0:27.638,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,33.0,1:26.531,0.0,,28.547,0.0,30.46,0.0,27.524,0.0,114.2,49:00.875,16:52:38.651,0:28.547,0:30.460,0:27.524,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,34.0,1:26.619,0.0,,28.807,0.0,30.025,0.0,27.787,0.0,114.1,50:27.494,16:54:05.270,0:28.807,0:30.025,0:27.787,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,35.0,1:26.899,0.0,,29.117,0.0,30.309,0.0,27.473,0.0,113.7,51:54.393,16:55:32.169,0:29.117,0:30.309,0:27.473,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,36.0,1:27.135,0.0,,29.066,0.0,30.171999999999997,0.0,27.897,0.0,113.4,53:21.528,16:56:59.304,0:29.066,0:30.172,0:27.897,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,27.0,0.0,37.0,1:27.904,0.0,,28.937,0.0,30.101,0.0,28.866,0.0,112.4,54:49.432,16:58:27.208,0:28.937,0:30.101,0:28.866,,Robin FRIJNS,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,1.0,1:41.368,0.0,,40.941,0.0,31.534000000000002,0.0,28.893,0.0,97.5,1:41.368,16:05:19.144,0:40.941,0:31.534,0:28.893,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,2.0,1:33.035,0.0,,31.160,0.0,32.313,0.0,29.562,0.0,106.2,3:14.403,16:06:52.179,0:31.160,0:32.313,0:29.562,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,3.0,1:27.900,0.0,,29.305,0.0,30.803,0.0,27.792,0.0,112.4,4:42.303,16:08:20.079,0:29.305,0:30.803,0:27.792,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,4.0,1:27.181,0.0,,29.079,0.0,30.232,0.0,27.870,0.0,113.4,6:09.484,16:09:47.260,0:29.079,0:30.232,0:27.870,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,5.0,1:27.311,0.0,,29.176,0.0,30.279,0.0,27.856,0.0,113.2,7:36.795,16:11:14.571,0:29.176,0:30.279,0:27.856,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,6.0,1:28.651,0.0,,30.128,0.0,30.822,0.0,27.701,0.0,111.5,9:05.446,16:12:43.222,0:30.128,0:30.822,0:27.701,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,7.0,1:28.013,0.0,,29.575,0.0,30.682,0.0,27.756,0.0,112.3,10:33.459,16:14:11.235,0:29.575,0:30.682,0:27.756,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,8.0,1:27.842,0.0,,29.981,0.0,30.2,0.0,27.661,0.0,112.5,12:01.301,16:15:39.077,0:29.981,0:30.200,0:27.661,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,9.0,1:25.862,2.0,,28.416,2.0,29.86,0.0,27.586,0.0,115.1,13:27.163,16:17:04.939,0:28.416,0:29.860,0:27.586,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,10.0,1:26.237,0.0,,28.633,0.0,30.107,0.0,27.497,0.0,114.6,14:53.400,16:18:31.176,0:28.633,0:30.107,0:27.497,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,11.0,1:26.140,0.0,,28.699,0.0,30.131,0.0,27.310,2.0,114.7,16:19.540,16:19:57.316,0:28.699,0:30.131,0:27.310,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,12.0,1:26.167,0.0,,28.678,0.0,30.066,0.0,27.423,0.0,114.7,17:45.707,16:21:23.483,0:28.678,0:30.066,0:27.423,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,13.0,1:26.104,0.0,,28.669,0.0,30.006,0.0,27.429,0.0,114.8,19:11.811,16:22:49.587,0:28.669,0:30.006,0:27.429,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,14.0,1:25.904,0.0,,28.445,0.0,29.908,0.0,27.551,0.0,115.0,20:37.715,16:24:15.491,0:28.445,0:29.908,0:27.551,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,15.0,1:26.914,0.0,,28.732,0.0,30.026999999999997,0.0,28.155,0.0,113.7,22:04.629,16:25:42.405,0:28.732,0:30.027,0:28.155,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,16.0,1:28.571,0.0,,29.440,0.0,30.91,0.0,28.221,0.0,111.6,23:33.200,16:27:10.976,0:29.440,0:30.910,0:28.221,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,17.0,1:29.032,0.0,,30.096,0.0,30.583000000000002,0.0,28.353,0.0,111.0,25:02.232,16:28:40.008,0:30.096,0:30.583,0:28.353,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,18.0,1:32.997,0.0,B,29.070,0.0,31.134,0.0,32.793,0.0,106.3,26:35.229,16:30:13.005,0:29.070,0:31.134,0:32.793,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,19.0,2:12.179,0.0,,1:14.115,0.0,30.342,0.0,27.722,0.0,74.8,28:47.408,16:32:25.184,1:14.115,0:30.342,0:27.722,,Antonio Felix DA COSTA,0:00:57.692,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,20.0,1:28.098,0.0,,29.585,0.0,30.56,0.0,27.953,0.0,112.2,30:15.506,16:33:53.282,0:29.585,0:30.560,0:27.953,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,21.0,1:26.868,0.0,,28.835,0.0,30.364,0.0,27.669,0.0,113.8,31:42.374,16:35:20.150,0:28.835,0:30.364,0:27.669,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,22.0,1:27.512,0.0,,29.204,0.0,30.802,0.0,27.506,0.0,112.9,33:09.886,16:36:47.662,0:29.204,0:30.802,0:27.506,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,23.0,1:27.834,0.0,,29.473,0.0,30.553,0.0,27.808,0.0,112.5,34:37.720,16:38:15.496,0:29.473,0:30.553,0:27.808,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,24.0,1:26.297,0.0,,28.630,0.0,30.070999999999998,0.0,27.596,0.0,114.5,36:04.017,16:39:41.793,0:28.630,0:30.071,0:27.596,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,25.0,1:26.253,0.0,,28.745,0.0,29.943,0.0,27.565,0.0,114.6,37:30.270,16:41:08.046,0:28.745,0:29.943,0:27.565,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,26.0,1:26.341,0.0,,28.986,0.0,29.826,0.0,27.529,0.0,114.5,38:56.611,16:42:34.387,0:28.986,0:29.826,0:27.529,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,27.0,1:26.087,0.0,,28.804,0.0,29.925,0.0,27.358,0.0,114.8,40:22.698,16:44:00.474,0:28.804,0:29.925,0:27.358,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,28.0,1:26.450,0.0,,28.883,0.0,30.034000000000002,0.0,27.533,0.0,114.3,41:49.148,16:45:26.924,0:28.883,0:30.034,0:27.533,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,29.0,1:26.364,0.0,,28.693,0.0,30.079,0.0,27.592,0.0,114.4,43:15.512,16:46:53.288,0:28.693,0:30.079,0:27.592,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,30.0,1:26.425,0.0,,28.761,0.0,30.121,0.0,27.543,0.0,114.3,44:41.937,16:48:19.713,0:28.761,0:30.121,0:27.543,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,31.0,1:27.574,0.0,,29.125,0.0,30.578000000000003,0.0,27.871,0.0,112.8,46:09.511,16:49:47.287,0:29.125,0:30.578,0:27.871,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,32.0,1:26.005,0.0,,28.674,0.0,29.803,2.0,27.528,0.0,114.9,47:35.516,16:51:13.292,0:28.674,0:29.803,0:27.528,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,33.0,1:26.317,0.0,,28.582,0.0,30.183000000000003,0.0,27.552,0.0,114.5,49:01.833,16:52:39.609,0:28.582,0:30.183,0:27.552,,Antonio Felix DA COSTA,,ANDRETTI,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Montreal2\Race\23_Analysis_Race 2 (2).CSV,28.0,0.0,34.0,1:27.711,0.0,,29.492,0.0,30.717,0.0,27.502,0.0,112.7,50:29.544,16:54:07.320,0:29.492,0:30.717,0:27.502,,Antonio Felix DA COSTA,,ANDRETTI,,,
